   , dataset      , board     , num_cpus, chunksize, implementation, runtime
  0, rgg_n_2_22_s0, pioneer   ,       32,        16, atomic        ,  0.45278254440437726
  1, GAP-road     , pioneer   ,       32,        16, atomic        ,  0.32810102155627313
  2, europe_osm   , pioneer   ,       32,        16, atomic        ,  0.9392136257377951
  3, europe_osm   , pioneer   ,       32,       256, atomic        ,  1.0544204586068597
  4, rgg_n_2_22_s0, pioneer   ,       32,       256, atomic        ,  0.44418001775092275
  5, GAP-road     , pioneer   ,       32,       256, atomic        ,  0.5187181340733863
  6, rgg_n_2_22_s0, pioneer   ,       32,      1024, atomic        ,  0.9395653705761121
  7, GAP-road     , pioneer   ,       32,      1024, atomic        ,  1.6977214577435387
  8, europe_osm   , pioneer   ,       32,      1024, atomic        ,  2.549945080327942
  9, GAP-road     , pioneer   ,       32,        32, atomic        ,  0.3095859113702629
 10, rgg_n_2_22_s0, pioneer   ,       32,        32, atomic        ,  0.3372429156350645
 11, europe_osm   , pioneer   ,       32,        32, atomic        ,  0.9200165266539723
 12, rgg_n_2_22_s0, pioneer   ,       32,      4096, atomic        ,  2.144813803661977
 13, GAP-road     , pioneer   ,       32,      4096, atomic        ,  4.082609793558345
 14, europe_osm   , pioneer   ,       32,      4096, atomic        ,  7.2091043262022465
 15, rgg_n_2_22_s0, pioneer   ,       32,        64, atomic        ,  0.3320894204266242
 16, GAP-road     , pioneer   ,       32,        64, atomic        ,  0.32304729418385847
 17, europe_osm   , pioneer   ,       32,        64, atomic        ,  0.7462193651962525
 18, europe_osm   , pioneer   ,        1,        16, atomic        , 11.767039353194797
 19, GAP-road     , pioneer   ,        1,        16, atomic        ,  4.923953763687729
 20, rgg_n_2_22_s0, pioneer   ,        1,        16, atomic        ,  2.3641752711536106
 21, rgg_n_2_22_s0, pioneer   ,        1,       256, atomic        ,  2.199681528936083
 22, europe_osm   , pioneer   ,        1,       256, atomic        , 10.336532173768676
 23, GAP-road     , pioneer   ,        1,       256, atomic        ,  4.4157939379982265
 24, europe_osm   , pioneer   ,        1,      1024, atomic        , 10.330091293355983
 25, rgg_n_2_22_s0, pioneer   ,        1,      1024, atomic        ,  2.254752370546341
 26, GAP-road     , pioneer   ,        1,      1024, atomic        ,  4.354963969675916
 27, GAP-road     , pioneer   ,        1,        32, atomic        ,  4.503693519894992
 28, europe_osm   , pioneer   ,        1,        32, atomic        , 10.838212846974068
 29, rgg_n_2_22_s0, pioneer   ,        1,        32, atomic        ,  2.2922202503103457
 30, europe_osm   , pioneer   ,        1,      4096, atomic        , 10.29880635368919
 31, GAP-road     , pioneer   ,        1,      4096, atomic        ,  4.176235468764773
 32, rgg_n_2_22_s0, pioneer   ,        1,      4096, atomic        ,  2.2231660311352464
 33, GAP-road     , pioneer   ,        1,        64, atomic        ,  4.505330136095655
 34, europe_osm   , pioneer   ,        1,        64, atomic        , 10.434952381770865
 35, rgg_n_2_22_s0, pioneer   ,        1,        64, atomic        ,  2.2846657777756816
 36, rgg_n_2_22_s0, bananaf3  ,        4,        16, atomic        ,  1.3593605155297979
 37, GAP-road     , bananaf3  ,        4,        16, atomic        ,  3.0022606894999098
 38, europe_osm   , bananaf3  ,        4,        16, atomic        ,  5.331594126603437
 39, rgg_n_2_22_s0, bananaf3  ,        4,       256, atomic        ,  1.4895472200020625
 40, europe_osm   , bananaf3  ,        4,       256, atomic        ,  5.876167928689859
 41, GAP-road     , bananaf3  ,        4,       256, atomic        ,  2.9095251572664456
 42, europe_osm   , bananaf3  ,        4,      1024, atomic        ,  7.509915365338099
 43, GAP-road     , bananaf3  ,        4,      1024, atomic        ,  3.8624600897697126
 44, rgg_n_2_22_s0, bananaf3  ,        4,      1024, atomic        ,  2.1079129249087276
 45, rgg_n_2_22_s0, bananaf3  ,        4,        32, atomic        ,  1.3516032955904018
 46, GAP-road     , bananaf3  ,        4,        32, atomic        ,  2.6902364865695785
 47, europe_osm   , bananaf3  ,        4,        32, atomic        ,  5.449097936674528
 48, GAP-road     , bananaf3  ,        4,      4096, atomic        ,  7.715041816921677
 49, europe_osm   , bananaf3  ,        4,      4096, atomic        , 12.292029357720176
 50, rgg_n_2_22_s0, bananaf3  ,        4,      4096, atomic        ,  3.9502703950820397
 51, GAP-road     , bananaf3  ,        4,        64, atomic        ,  2.796898953823967
 52, europe_osm   , bananaf3  ,        4,        64, atomic        ,  5.270375384580214
 53, rgg_n_2_22_s0, bananaf3  ,        4,        64, atomic        ,  1.3608227382809213
 54, GAP-road     , arriesgado,        1,        16, atomic        ,  9.640077684012299
 55, rgg_n_2_22_s0, arriesgado,        1,        16, atomic        ,  5.0367092446119255
 56, rgg_n_2_22_s0, arriesgado,        1,       256, atomic        ,  4.972359602654083
 57, GAP-road     , arriesgado,        1,       256, atomic        ,  9.437472161388342
 58, rgg_n_2_22_s0, arriesgado,        1,      1024, atomic        ,  5.081509323545269
 59, GAP-road     , arriesgado,        1,      1024, atomic        ,  9.642733650117771
 60, GAP-road     , arriesgado,        1,        32, atomic        ,  9.514270725286902
 61, rgg_n_2_22_s0, arriesgado,        1,        32, atomic        ,  5.0241161154997345
 62, GAP-road     , arriesgado,        1,      4096, atomic        ,  9.65716990600817
 63, rgg_n_2_22_s0, arriesgado,        1,      4096, atomic        ,  5.0404403323085365
 64, rgg_n_2_22_s0, arriesgado,        1,        64, atomic        ,  5.001046676153366
 65, GAP-road     , arriesgado,        1,        64, atomic        ,  9.472144430961448
 66, europe_osm   , bananaf3  ,        8,        16, atomic        ,  2.5950985053222326
 67, GAP-road     , bananaf3  ,        8,        16, atomic        ,  1.4273128938169426
 68, rgg_n_2_22_s0, bananaf3  ,        8,        16, atomic        ,  0.7748062622258901
 69, GAP-road     , bananaf3  ,        8,       256, atomic        ,  1.6049128481811643
 70, rgg_n_2_22_s0, bananaf3  ,        8,       256, atomic        ,  0.9999246739897959
 71, europe_osm   , bananaf3  ,        8,       256, atomic        ,  3.177105899219547
 72, GAP-road     , bananaf3  ,        8,      1024, atomic        ,  2.9915882716742255
 73, europe_osm   , bananaf3  ,        8,      1024, atomic        ,  5.131265426261683
 74, rgg_n_2_22_s0, bananaf3  ,        8,      1024, atomic        ,  1.6896790153278765
 75, GAP-road     , bananaf3  ,        8,        32, atomic        ,  1.3702326449912463
 76, rgg_n_2_22_s0, bananaf3  ,        8,        32, atomic        ,  0.7749419093602737
 77, europe_osm   , bananaf3  ,        8,        32, atomic        ,  2.521634020157677
 78, GAP-road     , bananaf3  ,        8,      4096, atomic        ,  8.233783930145355
 79, rgg_n_2_22_s0, bananaf3  ,        8,      4096, atomic        ,  4.216693750180945
 80, europe_osm   , bananaf3  ,        8,      4096, atomic        , 11.713497553353116
 81, rgg_n_2_22_s0, bananaf3  ,        8,        64, atomic        ,  0.780869464494844
 82, europe_osm   , bananaf3  ,        8,        64, atomic        ,  2.7337690408458286
 83, GAP-road     , bananaf3  ,        8,        64, atomic        ,  1.3915282745083728
 84, europe_osm   , arriesgado,        4,        16, atomic        ,  5.209259497942873
 85, GAP-road     , arriesgado,        4,        16, atomic        ,  2.5522641105274566
 86, rgg_n_2_22_s0, arriesgado,        4,        16, atomic        ,  1.340246036884033
 87, europe_osm   , arriesgado,        4,       256, atomic        ,  5.508484391192873
 88, rgg_n_2_22_s0, arriesgado,        4,       256, atomic        ,  1.4497167075290747
 89, GAP-road     , arriesgado,        4,       256, atomic        ,  2.7153901991166363
 90, rgg_n_2_22_s0, arriesgado,        4,      1024, atomic        ,  1.9456564320176626
 91, GAP-road     , arriesgado,        4,      1024, atomic        ,  3.5425580543947746
 92, europe_osm   , arriesgado,        4,      1024, atomic        ,  7.02695369039915
 93, rgg_n_2_22_s0, arriesgado,        4,        32, atomic        ,  1.326155192314573
 94, GAP-road     , arriesgado,        4,        32, atomic        ,  2.5099018017732084
 95, europe_osm   , arriesgado,        4,        32, atomic        ,  5.120635095050199
 96, GAP-road     , arriesgado,        4,      4096, atomic        ,  6.095847271957286
 97, europe_osm   , arriesgado,        4,      4096, atomic        , 10.639562384319095
 98, rgg_n_2_22_s0, arriesgado,        4,      4096, atomic        ,  3.7222088585837385
 99, europe_osm   , arriesgado,        4,        64, atomic        ,  5.120943905287763
100, rgg_n_2_22_s0, arriesgado,        4,        64, atomic        ,  1.3378144163319698
101, GAP-road     , arriesgado,        4,        64, atomic        ,  2.509259952742788
102, GAP-road     , pioneer   ,        2,        16, atomic        ,  2.6129888268310992
103, rgg_n_2_22_s0, pioneer   ,        2,        16, atomic        ,  1.4057489248907535
104, europe_osm   , pioneer   ,        2,        16, atomic        ,  5.9742337814074
105, europe_osm   , pioneer   ,        2,       256, atomic        ,  5.462907530032435
106, GAP-road     , pioneer   ,        2,       256, atomic        ,  2.4365755443871744
107, rgg_n_2_22_s0, pioneer   ,        2,       256, atomic        ,  1.3854053431805144
108, rgg_n_2_22_s0, pioneer   ,        2,      1024, atomic        ,  1.4635696974881263
109, europe_osm   , pioneer   ,        2,      1024, atomic        ,  6.173579687375995
110, GAP-road     , pioneer   ,        2,      1024, atomic        ,  2.7075439040528537
111, europe_osm   , pioneer   ,        2,        32, atomic        ,  5.6797223519041715
112, GAP-road     , pioneer   ,        2,        32, atomic        ,  2.5126292080012758
113, rgg_n_2_22_s0, pioneer   ,        2,        32, atomic        ,  1.3775248783618261
114, GAP-road     , pioneer   ,        2,      4096, atomic        ,  3.7305824520085356
115, europe_osm   , pioneer   ,        2,      4096, atomic        ,  7.662450524521107
116, rgg_n_2_22_s0, pioneer   ,        2,      4096, atomic        ,  2.0616911982279023
117, GAP-road     , pioneer   ,        2,        64, atomic        ,  2.4329673131964435
118, rgg_n_2_22_s0, pioneer   ,        2,        64, atomic        ,  1.3617985562824961
119, europe_osm   , pioneer   ,        2,        64, atomic        ,  5.5298362063214075
120, GAP-road     , pioneer   ,       64,        16, atomic        ,  0.35629284652775556
121, europe_osm   , pioneer   ,       64,        16, atomic        ,  0.8353134415554961
122, rgg_n_2_22_s0, pioneer   ,       64,        16, atomic        ,  0.49114199374596346
123, GAP-road     , pioneer   ,       64,       256, atomic        ,  0.7867344787108719
124, europe_osm   , pioneer   ,       64,       256, atomic        ,  1.311182607923683
125, rgg_n_2_22_s0, pioneer   ,       64,       256, atomic        ,  0.4090475352675372
126, GAP-road     , pioneer   ,       64,      1024, atomic        ,  2.314739032258456
127, rgg_n_2_22_s0, pioneer   ,       64,      1024, atomic        ,  1.2359682549313908
128, europe_osm   , pioneer   ,       64,      1024, atomic        ,  3.7773892126879374
129, GAP-road     , pioneer   ,       64,        32, atomic        ,  0.5257121007185268
130, europe_osm   , pioneer   ,       64,        32, atomic        ,  0.8010000812626914
131, rgg_n_2_22_s0, pioneer   ,       64,        32, atomic        ,  0.36899390347747013
132, GAP-road     , pioneer   ,       64,      4096, atomic        ,  5.541934163564195
133, europe_osm   , pioneer   ,       64,      4096, atomic        ,  8.575156065108084
134, rgg_n_2_22_s0, pioneer   ,       64,      4096, atomic        ,  2.5413628873140617
135, rgg_n_2_22_s0, pioneer   ,       64,        64, atomic        ,  0.28152542516453344
136, GAP-road     , pioneer   ,       64,        64, atomic        ,  0.5188856617229488
137, europe_osm   , pioneer   ,       64,        64, atomic        ,  0.9224066801570702
138, GAP-road     , arriesgado,        2,        16, atomic        ,  5.001386655188412
139, europe_osm   , arriesgado,        2,        16, atomic        , 10.238920862033957
140, rgg_n_2_22_s0, arriesgado,        2,        16, atomic        ,  2.5805137772671443
141, rgg_n_2_22_s0, arriesgado,        2,       256, atomic        ,  2.6200526467786434
142, GAP-road     , arriesgado,        2,       256, atomic        ,  4.966598802469182
143, europe_osm   , arriesgado,        2,       256, atomic        , 10.070858450897811
144, rgg_n_2_22_s0, arriesgado,        2,      1024, atomic        ,  2.9668973452979484
145, GAP-road     , arriesgado,        2,      1024, atomic        ,  5.48974291742823
146, europe_osm   , arriesgado,        2,      1024, atomic        , 11.054164834230475
147, rgg_n_2_22_s0, arriesgado,        2,        32, atomic        ,  2.563811016849566
148, GAP-road     , arriesgado,        2,        32, atomic        ,  4.903638870621833
149, europe_osm   , arriesgado,        2,        32, atomic        , 10.028168530835876
150, GAP-road     , arriesgado,        2,      4096, atomic        ,  7.694080573591556
151, rgg_n_2_22_s0, arriesgado,        2,      4096, atomic        ,  4.323131710086145
152, rgg_n_2_22_s0, arriesgado,        2,        64, atomic        ,  2.5756705811921226
153, europe_osm   , arriesgado,        2,        64, atomic        ,  9.938506865933705
154, GAP-road     , arriesgado,        2,        64, atomic        ,  4.863949648540213
155, rgg_n_2_22_s0, pioneer   ,        4,        16, atomic        ,  1.0200842372037333
156, europe_osm   , pioneer   ,        4,        16, atomic        ,  3.5663103977550086
157, GAP-road     , pioneer   ,        4,        16, atomic        ,  1.558735754781075
158, rgg_n_2_22_s0, pioneer   ,        4,       256, atomic        ,  0.9808550985037368
159, GAP-road     , pioneer   ,        4,       256, atomic        ,  1.510218363915199
160, europe_osm   , pioneer   ,        4,       256, atomic        ,  3.3355210863916396
161, GAP-road     , pioneer   ,        4,      1024, atomic        ,  1.8516214287923412
162, europe_osm   , pioneer   ,        4,      1024, atomic        ,  4.060814014603874
163, rgg_n_2_22_s0, pioneer   ,        4,      1024, atomic        ,  1.1553329230400866
164, rgg_n_2_22_s0, pioneer   ,        4,        32, atomic        ,  0.9696147350446396
165, GAP-road     , pioneer   ,        4,        32, atomic        ,  1.4705966607329746
166, europe_osm   , pioneer   ,        4,        32, atomic        ,  3.211017698767905
167, GAP-road     , pioneer   ,        4,      4096, atomic        ,  3.5565764958539248
168, europe_osm   , pioneer   ,        4,      4096, atomic        ,  6.94557678260492
169, rgg_n_2_22_s0, pioneer   ,        4,      4096, atomic        ,  1.9962392905281785
170, rgg_n_2_22_s0, pioneer   ,        4,        64, atomic        ,  0.948003466364363
171, GAP-road     , pioneer   ,        4,        64, atomic        ,  1.4293896593709092
172, europe_osm   , pioneer   ,        4,        64, atomic        ,  3.159109317071602
173, rgg_n_2_22_s0, pioneer   ,        8,        16, atomic        ,  0.5764535652581025
174, GAP-road     , pioneer   ,        8,        16, atomic        ,  0.7899564371510611
175, europe_osm   , pioneer   ,        8,        16, atomic        ,  1.7650857096656838
176, GAP-road     , pioneer   ,        8,       256, atomic        ,  0.8294480267664524
177, europe_osm   , pioneer   ,        8,       256, atomic        ,  1.815318165417361
178, rgg_n_2_22_s0, pioneer   ,        8,       256, atomic        ,  0.6023394948725571
179, europe_osm   , pioneer   ,        8,      1024, atomic        ,  2.9545387396874596
180, GAP-road     , pioneer   ,        8,      1024, atomic        ,  1.4628308313398166
181, rgg_n_2_22_s0, pioneer   ,        8,      1024, atomic        ,  0.9786187408322793
182, rgg_n_2_22_s0, pioneer   ,        8,        32, atomic        ,  0.5705100119582193
183, europe_osm   , pioneer   ,        8,        32, atomic        ,  1.687512435649886
184, GAP-road     , pioneer   ,        8,        32, atomic        ,  0.7511563570053722
185, europe_osm   , pioneer   ,        8,      4096, atomic        ,  6.4664591069825725
186, rgg_n_2_22_s0, pioneer   ,        8,      4096, atomic        ,  1.8867854039144234
187, GAP-road     , pioneer   ,        8,      4096, atomic        ,  3.5907222428040053
188, europe_osm   , pioneer   ,        8,        64, atomic        ,  1.4621628398844821
189, rgg_n_2_22_s0, pioneer   ,        8,        64, atomic        ,  0.5588521681058316
190, GAP-road     , pioneer   ,        8,        64, atomic        ,  0.7313680757420905
191, GAP-road     , pioneer   ,       16,        16, atomic        ,  0.48807219229485793
192, rgg_n_2_22_s0, pioneer   ,       16,        16, atomic        ,  0.3483017749426181
193, europe_osm   , pioneer   ,       16,        16, atomic        ,  1.1363081652341562
194, GAP-road     , pioneer   ,       16,       256, atomic        ,  0.5530039897803593
195, europe_osm   , pioneer   ,       16,       256, atomic        ,  1.2064610312646198
196, rgg_n_2_22_s0, pioneer   ,       16,       256, atomic        ,  0.43561464357531937
197, rgg_n_2_22_s0, pioneer   ,       16,      1024, atomic        ,  0.9154100717940492
198, GAP-road     , pioneer   ,       16,      1024, atomic        ,  1.394012004102579
199, europe_osm   , pioneer   ,       16,      1024, atomic        ,  2.95098548669796
200, europe_osm   , pioneer   ,       16,        32, atomic        ,  0.9206376797316516
201, rgg_n_2_22_s0, pioneer   ,       16,        32, atomic        ,  0.35607128098552365
202, GAP-road     , pioneer   ,       16,        32, atomic        ,  0.45973014974777426
203, rgg_n_2_22_s0, pioneer   ,       16,      4096, atomic        ,  2.0246228543012585
204, europe_osm   , pioneer   ,       16,      4096, atomic        ,  7.01143193598138
205, GAP-road     , pioneer   ,       16,      4096, atomic        ,  3.558130340053768
206, rgg_n_2_22_s0, pioneer   ,       16,        64, atomic        ,  0.33817258625218943
207, europe_osm   , pioneer   ,       16,        64, atomic        ,  0.9261244417528087
208, GAP-road     , pioneer   ,       16,        64, atomic        ,  0.4814296846743761
209, rgg_n_2_22_s0, bananaf3  ,        1,        16, atomic        ,  4.809145594384934
210, europe_osm   , bananaf3  ,        1,        16, atomic        , 19.988216457425608
211, GAP-road     , bananaf3  ,        1,        16, atomic        ,  9.628197790765086
212, GAP-road     , bananaf3  ,        1,       256, atomic        ,  9.679717780888314
213, rgg_n_2_22_s0, bananaf3  ,        1,       256, atomic        ,  4.659833181658986
214, europe_osm   , bananaf3  ,        1,       256, atomic        , 21.528303872171552
215, rgg_n_2_22_s0, bananaf3  ,        1,      1024, atomic        ,  4.692321328715644
216, europe_osm   , bananaf3  ,        1,      1024, atomic        , 18.99509615892136
217, GAP-road     , bananaf3  ,        1,      1024, atomic        ,  9.187356019063442
218, rgg_n_2_22_s0, bananaf3  ,        1,        32, atomic        ,  4.732958383755093
219, europe_osm   , bananaf3  ,        1,        32, atomic        , 19.48776741185292
220, GAP-road     , bananaf3  ,        1,        32, atomic        , 10.17913864770775
221, GAP-road     , bananaf3  ,        1,      4096, atomic        ,  9.218163209201748
222, europe_osm   , bananaf3  ,        1,      4096, atomic        , 19.01862641191679
223, rgg_n_2_22_s0, bananaf3  ,        1,      4096, atomic        ,  4.892826876992485
224, rgg_n_2_22_s0, bananaf3  ,        1,        64, atomic        ,  4.708041062401875
225, europe_osm   , bananaf3  ,        1,        64, atomic        , 19.34920731347506
226, GAP-road     , bananaf3  ,        1,        64, atomic        ,  9.741316904059952
227, europe_osm   , bananaf3  ,        2,        16, atomic        , 11.04300867169572
228, GAP-road     , bananaf3  ,        2,        16, atomic        ,  5.477352127918023
229, rgg_n_2_22_s0, bananaf3  ,        2,        16, atomic        ,  2.4940319270356173
230, europe_osm   , bananaf3  ,        2,       256, atomic        , 10.421850686447153
231, rgg_n_2_22_s0, bananaf3  ,        2,       256, atomic        ,  2.5165338083974036
232, GAP-road     , bananaf3  ,        2,       256, atomic        ,  5.305361003745316
233, GAP-road     , bananaf3  ,        2,      1024, atomic        ,  5.622842923650027
234, europe_osm   , bananaf3  ,        2,      1024, atomic        , 11.443362598456757
235, rgg_n_2_22_s0, bananaf3  ,        2,      1024, atomic        ,  2.8495010465812722
236, GAP-road     , bananaf3  ,        2,        32, atomic        ,  4.884925808927772
237, rgg_n_2_22_s0, bananaf3  ,        2,        32, atomic        ,  2.4607334155935425
238, europe_osm   , bananaf3  ,        2,        32, atomic        , 10.146031477299731
239, GAP-road     , bananaf3  ,        2,      4096, atomic        ,  8.214650688846193
240, rgg_n_2_22_s0, bananaf3  ,        2,      4096, atomic        ,  4.742368576411765
241, europe_osm   , bananaf3  ,        2,      4096, atomic        , 13.671633332378152
242, europe_osm   , bananaf3  ,        2,        64, atomic        , 10.054299533059908
243, rgg_n_2_22_s0, bananaf3  ,        2,        64, atomic        ,  2.4458966310140084
244, GAP-road     , bananaf3  ,        2,        64, atomic        ,  5.245070780544281
245, europe_osm   , pioneer   ,       32,        16, openmp        ,  0.9257887760428716
246, europe_osm   , pioneer   ,       32,        32, openmp        ,  0.9257887760428716
247, europe_osm   , pioneer   ,       32,        64, openmp        ,  0.9257887760428716
248, europe_osm   , pioneer   ,       32,       256, openmp        ,  0.9257887760428716
249, europe_osm   , pioneer   ,       32,      1024, openmp        ,  0.9257887760428716
250, europe_osm   , pioneer   ,       32,      4096, openmp        ,  0.9257887760428716
251, GAP-road     , pioneer   ,       32,        16, openmp        ,  0.3937465017115309
252, GAP-road     , pioneer   ,       32,        32, openmp        ,  0.3937465017115309
253, GAP-road     , pioneer   ,       32,        64, openmp        ,  0.3937465017115309
254, GAP-road     , pioneer   ,       32,       256, openmp        ,  0.3937465017115309
255, GAP-road     , pioneer   ,       32,      1024, openmp        ,  0.3937465017115309
256, GAP-road     , pioneer   ,       32,      4096, openmp        ,  0.3937465017115309
257, rgg_n_2_22_s0, pioneer   ,       32,        16, openmp        ,  0.29925255317833743
258, rgg_n_2_22_s0, pioneer   ,       32,        32, openmp        ,  0.29925255317833743
259, rgg_n_2_22_s0, pioneer   ,       32,        64, openmp        ,  0.29925255317833743
260, rgg_n_2_22_s0, pioneer   ,       32,       256, openmp        ,  0.29925255317833743
261, rgg_n_2_22_s0, pioneer   ,       32,      1024, openmp        ,  0.29925255317833743
262, rgg_n_2_22_s0, pioneer   ,       32,      4096, openmp        ,  0.29925255317833743
263, europe_osm   , pioneer   ,       32,        16, openmp        ,  1.1281106921157777
264, europe_osm   , pioneer   ,       32,        32, openmp        ,  1.1281106921157777
265, europe_osm   , pioneer   ,       32,        64, openmp        ,  1.1281106921157777
266, europe_osm   , pioneer   ,       32,       256, openmp        ,  1.1281106921157777
267, europe_osm   , pioneer   ,       32,      1024, openmp        ,  1.1281106921157777
268, europe_osm   , pioneer   ,       32,      4096, openmp        ,  1.1281106921157777
269, GAP-road     , pioneer   ,       32,        16, openmp        ,  0.45100585129921433
270, GAP-road     , pioneer   ,       32,        32, openmp        ,  0.45100585129921433
271, GAP-road     , pioneer   ,       32,        64, openmp        ,  0.45100585129921433
272, GAP-road     , pioneer   ,       32,       256, openmp        ,  0.45100585129921433
273, GAP-road     , pioneer   ,       32,      1024, openmp        ,  0.45100585129921433
274, GAP-road     , pioneer   ,       32,      4096, openmp        ,  0.45100585129921433
275, rgg_n_2_22_s0, pioneer   ,       32,        16, openmp        ,  0.3737395337096808
276, rgg_n_2_22_s0, pioneer   ,       32,        32, openmp        ,  0.3737395337096808
277, rgg_n_2_22_s0, pioneer   ,       32,        64, openmp        ,  0.3737395337096808
278, rgg_n_2_22_s0, pioneer   ,       32,       256, openmp        ,  0.3737395337096808
279, rgg_n_2_22_s0, pioneer   ,       32,      1024, openmp        ,  0.3737395337096808
280, rgg_n_2_22_s0, pioneer   ,       32,      4096, openmp        ,  0.3737395337096808
281, GAP-road     , pioneer   ,        1,       256, mcslock       ,  4.366253153944081
282, rgg_n_2_22_s0, pioneer   ,        1,       256, mcslock       ,  2.186920991274063
283, GAP-road     , pioneer   ,        1,        16, openmp        ,  3.8525118735001778
284, GAP-road     , pioneer   ,        1,        32, openmp        ,  3.8525118735001778
285, GAP-road     , pioneer   ,        1,        64, openmp        ,  3.8525118735001778
286, GAP-road     , pioneer   ,        1,       256, openmp        ,  3.8525118735001778
287, GAP-road     , pioneer   ,        1,      1024, openmp        ,  3.8525118735001778
288, GAP-road     , pioneer   ,        1,      4096, openmp        ,  3.8525118735001778
289, GAP-road     , pioneer   ,        1,        16, openmp        ,  3.68334581960576
290, GAP-road     , pioneer   ,        1,        32, openmp        ,  3.68334581960576
291, GAP-road     , pioneer   ,        1,        64, openmp        ,  3.68334581960576
292, GAP-road     , pioneer   ,        1,       256, openmp        ,  3.68334581960576
293, GAP-road     , pioneer   ,        1,      1024, openmp        ,  3.68334581960576
294, GAP-road     , pioneer   ,        1,      4096, openmp        ,  3.68334581960576
295, rgg_n_2_22_s0, pioneer   ,        1,        16, openmp        ,  2.259046307273668
296, rgg_n_2_22_s0, pioneer   ,        1,        32, openmp        ,  2.259046307273668
297, rgg_n_2_22_s0, pioneer   ,        1,        64, openmp        ,  2.259046307273668
298, rgg_n_2_22_s0, pioneer   ,        1,       256, openmp        ,  2.259046307273668
299, rgg_n_2_22_s0, pioneer   ,        1,      1024, openmp        ,  2.259046307273668
300, rgg_n_2_22_s0, pioneer   ,        1,      4096, openmp        ,  2.259046307273668
301, rgg_n_2_22_s0, pioneer   ,        1,        16, openmp        ,  2.232577905794887
302, rgg_n_2_22_s0, pioneer   ,        1,        32, openmp        ,  2.232577905794887
303, rgg_n_2_22_s0, pioneer   ,        1,        64, openmp        ,  2.232577905794887
304, rgg_n_2_22_s0, pioneer   ,        1,       256, openmp        ,  2.232577905794887
305, rgg_n_2_22_s0, pioneer   ,        1,      1024, openmp        ,  2.232577905794887
306, rgg_n_2_22_s0, pioneer   ,        1,      4096, openmp        ,  2.232577905794887
307, europe_osm   , pioneer   ,        1,        16, openmp        , 11.039432675929826
308, europe_osm   , pioneer   ,        1,        32, openmp        , 11.039432675929826
309, europe_osm   , pioneer   ,        1,        64, openmp        , 11.039432675929826
310, europe_osm   , pioneer   ,        1,       256, openmp        , 11.039432675929826
311, europe_osm   , pioneer   ,        1,      1024, openmp        , 11.039432675929826
312, europe_osm   , pioneer   ,        1,      4096, openmp        , 11.039432675929826
313, europe_osm   , pioneer   ,        1,        16, openmp        , 11.030443740426565
314, europe_osm   , pioneer   ,        1,        32, openmp        , 11.030443740426565
315, europe_osm   , pioneer   ,        1,        64, openmp        , 11.030443740426565
316, europe_osm   , pioneer   ,        1,       256, openmp        , 11.030443740426565
317, europe_osm   , pioneer   ,        1,      1024, openmp        , 11.030443740426565
318, europe_osm   , pioneer   ,        1,      4096, openmp        , 11.030443740426565
319, GAP-road     , pioneer   ,        1,      4096, mcslock       ,  4.09442282845747
320, rgg_n_2_22_s0, pioneer   ,        1,      4096, mcslock       ,  2.1763045105014647
321, rgg_n_2_22_s0, pioneer   ,        1,        32, mcslock       ,  2.2580191910473166
322, GAP-road     , pioneer   ,        1,        32, mcslock       ,  4.316889565558443
323, GAP-road     , pioneer   ,        1,        64, mcslock       ,  4.418084932868816
324, rgg_n_2_22_s0, pioneer   ,        1,        64, mcslock       ,  2.2039711789249243
325, GAP-road     , pioneer   ,        1,      1024, mcslock       ,  4.347496522997593
326, rgg_n_2_22_s0, pioneer   ,        1,      1024, mcslock       ,  2.2172167239628546
327, GAP-road     , pioneer   ,        1,        16, mcslock       ,  4.4545628618692925
328, rgg_n_2_22_s0, pioneer   ,        1,        16, mcslock       ,  2.306465763174171
329, GAP-road     , bananaf3  ,        4,        16, openmp        ,  2.754095951344698
330, GAP-road     , bananaf3  ,        4,        32, openmp        ,  2.754095951344698
331, GAP-road     , bananaf3  ,        4,        64, openmp        ,  2.754095951344698
332, GAP-road     , bananaf3  ,        4,       256, openmp        ,  2.754095951344698
333, GAP-road     , bananaf3  ,        4,      1024, openmp        ,  2.754095951344698
334, GAP-road     , bananaf3  ,        4,      4096, openmp        ,  2.754095951344698
335, rgg_n_2_22_s0, bananaf3  ,        4,        16, openmp        ,  1.501607510058803
336, rgg_n_2_22_s0, bananaf3  ,        4,        32, openmp        ,  1.501607510058803
337, rgg_n_2_22_s0, bananaf3  ,        4,        64, openmp        ,  1.501607510058803
338, rgg_n_2_22_s0, bananaf3  ,        4,       256, openmp        ,  1.501607510058803
339, rgg_n_2_22_s0, bananaf3  ,        4,      1024, openmp        ,  1.501607510058803
340, rgg_n_2_22_s0, bananaf3  ,        4,      4096, openmp        ,  1.501607510058803
341, GAP-road     , bananaf3  ,        4,        16, openmp        ,  2.8923540174831452
342, GAP-road     , bananaf3  ,        4,        32, openmp        ,  2.8923540174831452
343, GAP-road     , bananaf3  ,        4,        64, openmp        ,  2.8923540174831452
344, GAP-road     , bananaf3  ,        4,       256, openmp        ,  2.8923540174831452
345, GAP-road     , bananaf3  ,        4,      1024, openmp        ,  2.8923540174831452
